,Place,Performance,Time,Price
100,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/01 19:30,价格：¥85起
101,[北京]北京 MAO Livehouse,[全场畅饮] 万圣节魔仙堡「暮光倾心」变装派对 北京站,时间：2021/11/01 21:00,价格：¥120起
102,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/02 19:30,价格：¥85起
103,[北京]爱乐汇艺术空间,“梁祝”钢琴、小提琴唯美经典名曲音乐会,时间：2021/11/03 19:30,价格：¥100起
104,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/03 19:30,价格：¥85起
105,[北京]北京 MAO Livehouse,【飞狗诚献】「再见乌托邦」全场酒水畅饮,时间：2021/11/03 20:30,价格：¥90起
106,[北京]疆进酒·OMNI SPACE,Leo1Bee「Shy Boy Leo」Fall 2021 Mini Tour - 北京站,时间：2021/11/04 20:00,价格：¥128起
107,[北京]北京 MAO Livehouse,【情绪回收站】理想真魔王+Pylon+理性之下 全场酒水畅饮,时间：2021/11/04 20:00,价格：¥99起
108,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/04 19:30,价格：¥85起
109,[北京]北京 MAO Livehouse,潮池蓝「深夜出走」2021巡演 北京站,时间：2021/11/05 20:30,价格：¥80起
110,[北京]梅兰芳大剧院,“天空之城”——久石让&宫崎骏动漫经典音乐作品演奏会,时间：2021/11/05 19:30,价格：¥85起
111,[北京]枫蓝熙剧场,【大笑喜剧】周末脱口秀&吐槽开心爆梗之夜,时间：2021/11/05 19:30,价格：¥85起
112,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/05 19:30,价格：¥85起
113,[北京]北京 MAO Livehouse,【没人比我跳得高】结冰水+梯云纵+春日玫瑰+时光胶囊（下午场）,时间：2021/11/06 14:30,价格：¥129起
114,[北京]爱乐汇艺术空间,“天空之城”-久石让&宫崎骏动漫经典音乐作品演奏会,时间：2021/11/06 10:30,价格：¥100起
115,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/06 16:00,价格：¥85起
116,[北京]北京 MAO Livehouse,【没人比我跳得高】结冰水+梯云纵+春日玫瑰+时光胶囊（夜场）,时间：2021/11/06 19:30,价格：¥149起
117,[北京]疆进酒·OMNI SPACE,2021-2022徐海俏《空》新专辑巡演-北京站,时间：2021/11/06 20:00,价格：¥99起
118,[北京]枫蓝熙剧场,【大笑喜剧】周末脱口秀&吐槽开心爆梗之夜,时间：2021/11/06 19:30,价格：¥85起
119,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/06 19:30,价格：¥85起
120,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/01 19:30,价格：¥85起
121,[北京]北京 MAO Livehouse,[全场畅饮] 万圣节魔仙堡「暮光倾心」变装派对 北京站,时间：2021/11/01 21:00,价格：¥120起
122,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/02 19:30,价格：¥85起
123,[北京]爱乐汇艺术空间,“梁祝”钢琴、小提琴唯美经典名曲音乐会,时间：2021/11/03 19:30,价格：¥100起
124,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/03 19:30,价格：¥85起
125,[北京]北京 MAO Livehouse,【飞狗诚献】「再见乌托邦」全场酒水畅饮,时间：2021/11/03 20:30,价格：¥90起
126,[北京]疆进酒·OMNI SPACE,Leo1Bee「Shy Boy Leo」Fall 2021 Mini Tour - 北京站,时间：2021/11/04 20:00,价格：¥128起
127,[北京]北京 MAO Livehouse,【情绪回收站】理想真魔王+Pylon+理性之下 全场酒水畅饮,时间：2021/11/04 20:00,价格：¥99起
128,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/04 19:30,价格：¥85起
129,[北京]北京 MAO Livehouse,潮池蓝「深夜出走」2021巡演 北京站,时间：2021/11/05 20:30,价格：¥80起
130,[北京]梅兰芳大剧院,“天空之城”——久石让&宫崎骏动漫经典音乐作品演奏会,时间：2021/11/05 19:30,价格：¥85起
131,[北京]枫蓝熙剧场,【大笑喜剧】周末脱口秀&吐槽开心爆梗之夜,时间：2021/11/05 19:30,价格：¥85起
132,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/05 19:30,价格：¥85起
133,[北京]北京 MAO Livehouse,【没人比我跳得高】结冰水+梯云纵+春日玫瑰+时光胶囊（下午场）,时间：2021/11/06 14:30,价格：¥129起
134,[北京]爱乐汇艺术空间,“天空之城”-久石让&宫崎骏动漫经典音乐作品演奏会,时间：2021/11/06 10:30,价格：¥100起
135,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/06 16:00,价格：¥85起
136,[北京]北京 MAO Livehouse,【没人比我跳得高】结冰水+梯云纵+春日玫瑰+时光胶囊（夜场）,时间：2021/11/06 19:30,价格：¥149起
137,[北京]疆进酒·OMNI SPACE,2021-2022徐海俏《空》新专辑巡演-北京站,时间：2021/11/06 20:00,价格：¥99起
138,[北京]枫蓝熙剧场,【大笑喜剧】周末脱口秀&吐槽开心爆梗之夜,时间：2021/11/06 19:30,价格：¥85起
139,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/06 19:30,价格：¥85起
140,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/01 19:30,价格：¥85起
141,[北京]北京 MAO Livehouse,[全场畅饮] 万圣节魔仙堡「暮光倾心」变装派对 北京站,时间：2021/11/01 21:00,价格：¥120起
142,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/02 19:30,价格：¥85起
143,[北京]爱乐汇艺术空间,“梁祝”钢琴、小提琴唯美经典名曲音乐会,时间：2021/11/03 19:30,价格：¥100起
144,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/03 19:30,价格：¥85起
145,[北京]北京 MAO Livehouse,【飞狗诚献】「再见乌托邦」全场酒水畅饮,时间：2021/11/03 20:30,价格：¥90起
146,[北京]疆进酒·OMNI SPACE,Leo1Bee「Shy Boy Leo」Fall 2021 Mini Tour - 北京站,时间：2021/11/04 20:00,价格：¥128起
147,[北京]北京 MAO Livehouse,【情绪回收站】理想真魔王+Pylon+理性之下 全场酒水畅饮,时间：2021/11/04 20:00,价格：¥99起
148,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/04 19:30,价格：¥85起
149,[北京]北京 MAO Livehouse,潮池蓝「深夜出走」2021巡演 北京站,时间：2021/11/05 20:30,价格：¥80起
150,[北京]梅兰芳大剧院,“天空之城”——久石让&宫崎骏动漫经典音乐作品演奏会,时间：2021/11/05 19:30,价格：¥85起
151,[北京]枫蓝熙剧场,【大笑喜剧】周末脱口秀&吐槽开心爆梗之夜,时间：2021/11/05 19:30,价格：¥85起
152,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/05 19:30,价格：¥85起
153,[北京]北京 MAO Livehouse,【没人比我跳得高】结冰水+梯云纵+春日玫瑰+时光胶囊（下午场）,时间：2021/11/06 14:30,价格：¥129起
154,[北京]爱乐汇艺术空间,“天空之城”-久石让&宫崎骏动漫经典音乐作品演奏会,时间：2021/11/06 10:30,价格：¥100起
155,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/06 16:00,价格：¥85起
156,[北京]北京 MAO Livehouse,【没人比我跳得高】结冰水+梯云纵+春日玫瑰+时光胶囊（夜场）,时间：2021/11/06 19:30,价格：¥149起
157,[北京]疆进酒·OMNI SPACE,2021-2022徐海俏《空》新专辑巡演-北京站,时间：2021/11/06 20:00,价格：¥99起
158,[北京]枫蓝熙剧场,【大笑喜剧】周末脱口秀&吐槽开心爆梗之夜,时间：2021/11/06 19:30,价格：¥85起
159,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/06 19:30,价格：¥85起
160,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/01 19:30,价格：¥85起
161,[北京]北京 MAO Livehouse,[全场畅饮] 万圣节魔仙堡「暮光倾心」变装派对 北京站,时间：2021/11/01 21:00,价格：¥120起
162,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/02 19:30,价格：¥85起
163,[北京]爱乐汇艺术空间,“梁祝”钢琴、小提琴唯美经典名曲音乐会,时间：2021/11/03 19:30,价格：¥100起
164,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/03 19:30,价格：¥85起
165,[北京]北京 MAO Livehouse,【飞狗诚献】「再见乌托邦」全场酒水畅饮,时间：2021/11/03 20:30,价格：¥90起
166,[北京]疆进酒·OMNI SPACE,Leo1Bee「Shy Boy Leo」Fall 2021 Mini Tour - 北京站,时间：2021/11/04 20:00,价格：¥128起
167,[北京]北京 MAO Livehouse,【情绪回收站】理想真魔王+Pylon+理性之下 全场酒水畅饮,时间：2021/11/04 20:00,价格：¥99起
168,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/04 19:30,价格：¥85起
169,[北京]北京 MAO Livehouse,潮池蓝「深夜出走」2021巡演 北京站,时间：2021/11/05 20:30,价格：¥80起
170,[北京]梅兰芳大剧院,“天空之城”——久石让&宫崎骏动漫经典音乐作品演奏会,时间：2021/11/05 19:30,价格：¥85起
171,[北京]枫蓝熙剧场,【大笑喜剧】周末脱口秀&吐槽开心爆梗之夜,时间：2021/11/05 19:30,价格：¥85起
172,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/05 19:30,价格：¥85起
173,[北京]北京 MAO Livehouse,【没人比我跳得高】结冰水+梯云纵+春日玫瑰+时光胶囊（下午场）,时间：2021/11/06 14:30,价格：¥129起
174,[北京]爱乐汇艺术空间,“天空之城”-久石让&宫崎骏动漫经典音乐作品演奏会,时间：2021/11/06 10:30,价格：¥100起
175,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/06 16:00,价格：¥85起
176,[北京]北京 MAO Livehouse,【没人比我跳得高】结冰水+梯云纵+春日玫瑰+时光胶囊（夜场）,时间：2021/11/06 19:30,价格：¥149起
177,[北京]疆进酒·OMNI SPACE,2021-2022徐海俏《空》新专辑巡演-北京站,时间：2021/11/06 20:00,价格：¥99起
178,[北京]枫蓝熙剧场,【大笑喜剧】周末脱口秀&吐槽开心爆梗之夜,时间：2021/11/06 19:30,价格：¥85起
179,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/06 19:30,价格：¥85起
180,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/01 19:30,价格：¥85起
181,[北京]北京 MAO Livehouse,[全场畅饮] 万圣节魔仙堡「暮光倾心」变装派对 北京站,时间：2021/11/01 21:00,价格：¥120起
182,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/02 19:30,价格：¥85起
183,[北京]爱乐汇艺术空间,“梁祝”钢琴、小提琴唯美经典名曲音乐会,时间：2021/11/03 19:30,价格：¥100起
184,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/03 19:30,价格：¥85起
185,[北京]北京 MAO Livehouse,【飞狗诚献】「再见乌托邦」全场酒水畅饮,时间：2021/11/03 20:30,价格：¥90起
186,[北京]疆进酒·OMNI SPACE,Leo1Bee「Shy Boy Leo」Fall 2021 Mini Tour - 北京站,时间：2021/11/04 20:00,价格：¥128起
187,[北京]北京 MAO Livehouse,【情绪回收站】理想真魔王+Pylon+理性之下 全场酒水畅饮,时间：2021/11/04 20:00,价格：¥99起
188,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/04 19:30,价格：¥85起
189,[北京]北京 MAO Livehouse,潮池蓝「深夜出走」2021巡演 北京站,时间：2021/11/05 20:30,价格：¥80起
190,[北京]梅兰芳大剧院,“天空之城”——久石让&宫崎骏动漫经典音乐作品演奏会,时间：2021/11/05 19:30,价格：¥85起
191,[北京]枫蓝熙剧场,【大笑喜剧】周末脱口秀&吐槽开心爆梗之夜,时间：2021/11/05 19:30,价格：¥85起
192,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/05 19:30,价格：¥85起
193,[北京]北京 MAO Livehouse,【没人比我跳得高】结冰水+梯云纵+春日玫瑰+时光胶囊（下午场）,时间：2021/11/06 14:30,价格：¥129起
194,[北京]爱乐汇艺术空间,“天空之城”-久石让&宫崎骏动漫经典音乐作品演奏会,时间：2021/11/06 10:30,价格：¥100起
195,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/06 16:00,价格：¥85起
196,[北京]北京 MAO Livehouse,【没人比我跳得高】结冰水+梯云纵+春日玫瑰+时光胶囊（夜场）,时间：2021/11/06 19:30,价格：¥149起
197,[北京]疆进酒·OMNI SPACE,2021-2022徐海俏《空》新专辑巡演-北京站,时间：2021/11/06 20:00,价格：¥99起
198,[北京]枫蓝熙剧场,【大笑喜剧】周末脱口秀&吐槽开心爆梗之夜,时间：2021/11/06 19:30,价格：¥85起
199,[北京]三里屯艾米小剧场,《三里屯脱口秀》【大笑喜剧】“周末脱口秀“精品开心 | 爆梗 | 吐槽 | 解压大会,时间：2021/11/06 19:30,价格：¥85起